level1,neighbors
A6720-08-004,"A6720-07-008,"
A6721-01-010,"A6721-01-008,"
A6732-62-001,"A6732-62-006,A6732-62-004,A6732-60-008,A6732-63-001,A6732-61-008,A6732-55-008,"
A6721-09-008,"A6721-08-006,"
A6721-09-009,"A6721-12-004,"
A6735-28-001,"A6735-28-003,A6735-28-004,"
A6735-28-002,"A6735-23-010,A6735-23-011,A6735-31-003,A6735-28-006,"
A6721-09-005,"A6721-09-007,"
A6720-08-008,"A6720-09-003,"
A6735-28-006,"A6735-28-008,A6735-31-004,A6735-28-002,"
A6718-11-004,"A6718-11-001,A6718-11-008,A6718-11-002,A6718-10-008,"
A6704-06-004,
A6736-11-005,"A6736-11-004,A6736-11-006,A6736-11-001,A6736-11-003,"
A6736-11-004,"A6736-11-005,A6736-11-003,A6736-11-002,"
A6736-11-007,"A6736-16-003,A6736-11-006,A6736-14-003,"
A6736-11-006,"A6736-11-005,A6736-16-003,A6736-11-007,A6736-11-003,"
A6736-11-001,"A6736-11-005,A6736-05-010,A6736-11-002,"
A6736-11-003,"A6736-11-005,A6736-11-004,A6736-11-006,"
A6736-11-002,"A6736-11-004,A6736-11-001,"
A6732-18-008,"A6732-18-009,A6732-18-004,A6732-18-005,A6732-18-010,A6732-19-002,A6732-19-005,"
A6732-18-009,"A6732-18-008,A6732-18-006,A6732-18-007,A6732-18-010,A6732-22-001,A6732-22-004,"
A6732-18-004,"A6732-18-008,A6732-18-005,A6732-09-009,A6732-18-001,A6732-19-001,A6732-19-002,"
A6732-18-005,"A6732-18-004,A6732-18-006,A6732-09-009,A6732-18-008,A6732-18-003,"
A6732-18-006,"A6732-18-005,A6732-18-007,A6732-18-009,A6732-18-003,"
A6732-18-007,"A6732-18-006,A6732-18-003,A6732-18-009,A6732-14-007,"
A6732-18-001,"A6732-19-001,A6732-18-004,A6732-09-009,"
A6732-18-002,"A6732-09-008,A6732-18-003,A6732-14-005,A6732-14-007,"
A6732-18-003,"A6732-14-007,A6732-18-005,A6732-18-006,A6732-18-007,A6732-18-002,A6732-09-008,"
A6733-02-006,"A6737-25-002,A6733-02-005,A6733-02-008,A6733-02-001,"
A6733-02-007,"A6733-02-003,A6733-01-011,A6733-04-001,A6733-01-008,"
A6733-02-004,"A6737-22-006,A6733-02-005,A6737-21-010,A6733-02-001,A6733-02-009,"
A6733-02-005,"A6733-02-006,A6733-02-010,A6733-02-004,A6733-02-001,A6733-02-009,"
A6733-02-003,"A6733-01-005,A6733-02-007,A6733-01-001,A6733-01-008,"
A6733-02-001,"A6737-24-002,A6733-02-006,A6733-02-004,A6733-02-005,A6737-22-006,A6737-22-007,"
A6732-30-006,"A6732-30-003,A6732-28-007,A6732-32-008,A6732-30-007,A6737-24-009,A6732-30-008,A6732-33-002,A6732-35-002,"
A6736-05-003,"A6736-01-011,A6736-05-005,A6736-05-004,A6736-01-009,"
A6733-02-008,"A6733-02-006,A6733-02-010,A6733-05-003,A6737-25-008,"
A6733-02-009,"A6733-05-001,A6733-05-002,A6733-05-004,A6733-02-010,A6733-02-004,A6733-02-005,"
A6731-70-003,"A6731-71-006,A6731-70-001,A6731-70-008,A6731-66-006,A6731-62-009,"
A6735-60-008,"A6735-60-005,A6735-60-006,A6735-60-007,A6735-58-008,A6735-58-010,"
A6733-31-011,"A6733-32-003,A6733-32-004,A6733-31-013,A6733-31-009,A6733-32-001,"
A6731-70-002,"A6731-72-005,A6731-68-008,A6731-63-008,A6731-70-010,A6731-70-001,A6731-66-009,A6731-70-008,A6731-71-009,"
A6735-60-005,"A6735-55-006,A6735-60-008,A6735-60-006,"
A6735-60-006,"A6735-60-008,A6735-60-005,A6735-60-007,A6735-55-006,A6735-55-009,A6735-58-003,"
A6733-31-010,"A6733-30-009,A6733-31-014,A6733-31-013,A6733-31-012,A6733-31-009,A6733-30-006,"
A6735-31-004,"A6735-28-008,A6735-28-009,A6735-28-006,"
A6735-60-003,"A6735-60-001,"
A6727-14-001,"A6727-10-001,A6727-13-006,A6727-10-002,A6727-10-009,"
A6735-31-002,"A6735-14-012,"
A6732-30-008,"A6732-28-007,A6732-36-003,A6732-30-006,A6737-27-003,A6737-24-009,"
A6731-70-006,"A6731-65-008,A6731-70-009,"
A6731-28-004,"A6731-33-005,A6731-26-001,A6731-30-002,A6731-29-006,"
A6731-28-006,"A6731-33-003,A6731-22-005,A6731-36-001,A6731-41-006,A6731-22-010,"
A6732-30-009,"A6732-28-009,A6732-36-001,A6732-36-004,A6732-31-008,"
A6731-28-001,"A6731-22-003,A6731-20-001,A6731-21-006,A6731-23-005,A6731-27-005,A6731-27-004,"
A6731-28-002,"A6731-24-001,A6731-24-005,A6731-21-007,"
A6731-28-003,"A6731-29-006,A6731-30-002,A6731-21-006,"
A6718-03-003,"A6718-03-004,"
A6731-70-004,"A6731-71-005,A6731-72-006,A6731-72-009,A6731-60-010,"
A6731-28-008,"A6731-35-007,A6731-33-006,A6731-41-008,A6731-28-009,"
A6735-14-011,"A6735-14-012,"
A6732-33-001,"A6732-17-011,A6732-33-002,"
A6735-28-007,"A6735-28-008,A6735-28-003,A6735-29-001,A6735-34-001,"
A6732-33-005,"A6732-36-006,"
A6732-33-007,"A6732-37-004,A6732-36-002,A6732-45-001,A6732-36-005,A6732-40-004,"
A6735-39-007,"A6735-33-010,A6735-33-008,A6735-40-003,A6735-40-001,A6735-39-008,A6735-33-009,A6735-39-004,A6735-39-002,"
A6732-33-009,"A6732-36-008,A6732-37-005,A6732-41-003,A6732-37-003,A6732-35-003,A6732-35-002,A6732-43-002,A6732-38-001,A6732-31-012,"
A6733-19-007,"A6733-19-006,A6733-19-004,A6733-22-003,A6733-17-009,A6733-19-008,"
A6731-70-009,"A6731-65-008,A6731-72-007,A6731-72-010,A6731-72-009,A6731-68-006,A6731-70-006,A6731-70-005,A6731-71-008,"
A6735-60-009,"A6735-60-011,"
A6735-14-005,"A6735-06-008,A6735-06-011,"
A6735-14-004,
A6735-14-007,"A6735-06-011,A6735-13-004,A6735-10-010,"
A6731-59-007,"A6731-61-007,A6731-61-006,A6731-64-001,A6731-55-007,A6731-59-004,A6731-67-002,"
A6737-07-006,"A6737-05-009,A6737-05-003,A6737-07-005,"
A6731-21-003,"A6731-23-003,A6731-23-002,"
A6728-11-009,"A6728-11-010,"
A6731-08-002,"A6731-08-003,A6731-06-003,A6731-06-006,A6731-08-005,"
A6728-11-003,
A6712-13-007,"A6712-12-008,A6712-13-001,A6712-18-001,"
A6734-09-007,"A6734-15-001,A6734-06-011,A6734-18-003,A6734-18-005,A6734-06-009,A6734-10-005,A6734-12-004,A6734-16-001,A6734-12-001,A6734-12-003,A6734-13-003,A6734-05-009,A6734-04-010,A6734-16-005,"
A6712-13-001,"A6712-12-008,A6712-13-007,A6712-18-001,"
A6728-11-007,"A6728-11-010,A6728-09-006,"
A6712-13-002,"A6712-11-007,"
A6701-02-006,"A6701-24-001,"
A6732-30-001,"A6732-21-008,A6732-30-002,"
A6735-60-007,"A6735-60-006,A6735-60-008,A6735-58-008,A6735-58-003,"
A6735-60-001,"A6735-51-002,A6735-60-003,"
A6731-21-009,"A6731-27-002,A6731-21-002,A6731-23-004,A6731-23-005,A6731-29-002,"
A6732-15-006,"A6732-15-004,A6732-15-009,A6732-15-008,A6732-15-003,"
A6731-21-008,"A6731-31-004,A6731-21-005,A6731-24-005,A6731-23-009,A6731-20-009,"
A6728-03-005,"A6728-03-006,A6728-03-004,A6728-03-003,"
A6737-07-004,"A6737-07-003,A6737-03-006,A6737-03-010,A6736-04-007,A6737-03-009,A6737-03-008,"
A6707-04-004,
A6734-26-009,"A6734-32-002,A6734-32-006,A6734-32-007,A6734-30-004,A6734-30-005,A6734-32-008,A6734-29-009,A6734-29-010,A6734-25-010,A6734-33-005,A6734-36-003,"
A6734-26-008,"A6734-39-001,A6734-34-003,A6734-34-005,A6734-30-001,A6734-25-008,A6734-25-009,"
A6731-71-006,"A6731-68-008,A6731-72-003,A6731-65-007,A6731-70-003,A6731-66-011,A6731-70-008,"
A6734-26-004,"A6734-32-001,A6734-23-008,A6734-34-001,A6734-23-007,A6734-28-001,A6734-24-003,A6734-30-008,A6734-25-004,"
A6734-26-007,"A6734-31-002,A6734-30-007,A6734-34-004,A6734-24-008,A6734-28-003,A6734-31-004,"
A6734-26-006,"A6734-30-003,A6734-27-009,A6734-21-006,A6737-03-002,A6737-03-001,A6734-26-005,A6734-27-002,A6734-30-007,A6734-27-004,A6734-26-002,A6734-22-009,A6734-29-003,A6734-36-004,A6734-19-008,A6734-24-008,A6734-24-004,A6734-32-002,A6734-32-001,A6734-20-011,A6734-28-005,A6734-28-003,A6734-33-002,"
A6734-26-001,"A6734-14-012,A6734-15-006,A6734-15-005,A6734-17-009,A6734-21-008,A6734-19-004,A6734-26-002,A6734-22-004,A6734-20-008,A6734-25-002,A6734-25-001,"
A6709-04-010,
A6734-26-003,"A6734-21-003,A6734-30-004,A6734-30-001,A6734-18-010,A6734-20-009,A6734-26-002,"
A6734-26-002,"A6734-26-006,A6734-21-003,A6734-21-001,A6734-15-004,A6734-26-005,A6734-30-007,A6734-26-001,A6734-26-003,A6734-30-003,A6734-16-011,A6734-08-009,A6734-20-009,A6734-22-006,A6734-22-009,A6734-20-001,A6734-29-005,A6734-14-011,A6734-19-002,A6734-19-001,A6734-24-002,A6734-32-001,A6734-23-004,A6734-34-002,A6734-23-007,A6734-18-010,A6734-17-004,A6734-25-008,A6734-25-004,A6734-17-009,A6734-25-001,"
A6728-09-002,"A6728-09-001,A6728-09-005,A6728-09-004,A6728-09-007,"
A6732-08-006,"A6732-08-007,A6732-08-005,A6732-08-010,A6732-08-002,A6732-16-001,"
A6708-09-006,
A6728-16-008,"A6728-16-009,A6728-21-001,"
A6732-30-007,"A6732-30-003,A6732-28-007,A6732-30-006,A6732-30-005,A6732-32-005,A6732-36-002,A6732-28-008,A6732-36-005,A6732-34-006,"
A6728-01-009,
A6733-26-007,"A6733-26-008,A6733-26-004,A6733-26-006,A6733-26-003,A6733-29-001,A6733-27-007,A6733-27-006,A6733-27-008,"
A6731-71-007,"A6731-66-011,A6731-70-007,A6731-65-007,"
A6728-01-003,
A6728-01-002,"A6729-01-001,"
A6733-38-014,"A6733-40-002,A6733-40-001,A6733-38-010,"
A6733-38-012,"A6733-38-009,A6733-40-001,A6733-38-011,"
A6733-38-010,"A6733-39-008,A6733-39-005,A6733-39-007,A6733-40-002,A6733-40-003,A6733-38-014,A6733-38-009,"
A6733-38-011,"A6733-38-009,A6733-38-012,"
A6732-30-004,"A6732-36-002,A6732-28-008,A6732-25-011,A6732-30-005,"
A6737-02-008,"A6737-02-009,A6737-02-010,A6737-02-005,A6734-35-010,A6734-36-009,A6737-08-001,A6737-08-002,"
A6737-02-009,"A6737-02-008,A6737-06-005,A6737-02-010,A6737-02-007,"
A6735-38-007,"A6735-38-010,A6735-38-011,A6735-30-008,A6735-37-002,A6735-38-005,"
A6727-11-003,"A6727-07-010,A6727-08-005,A6727-08-004,A6727-08-006,A6727-10-004,A6727-09-009,A6727-04-003,A6727-09-005,A6727-09-006,A6727-11-001,A6727-09-003,"
A6737-02-003,"A6737-02-002,A6734-35-004,A6734-39-002,A6737-02-004,A6734-30-010,A6737-02-005,"
A6727-11-001,"A6727-11-003,A6727-11-002,A6727-09-006,A6727-04-003,"
A6737-02-001,"A6737-02-002,A6734-33-005,A6734-39-002,A6737-03-003,"
A6737-02-006,"A6737-03-007,A6737-06-001,A6737-02-007,A6737-02-004,A6737-02-005,"
A6737-02-007,"A6737-06-001,A6737-02-009,A6737-02-006,A6737-06-003,A6737-02-005,"
A6727-11-005,"A6727-08-007,A6727-10-009,A6727-10-006,A6727-08-008,A6727-10-003,A6727-12-008,A6727-13-005,A6727-13-004,A6727-12-007,"
A6737-02-005,"A6737-02-008,A6737-02-003,A6737-02-006,A6737-02-007,A6737-02-004,A6734-39-006,A6734-37-004,"
A6734-21-004,"A6734-20-007,A6734-15-008,A6734-24-004,"
A6731-71-005,"A6731-72-006,A6731-69-001,A6731-60-010,A6731-70-004,"
A6733-42-003,"A6733-42-001,A6733-42-006,"
A6718-11-001,"A6718-09-003,A6718-11-002,A6718-11-004,A6718-10-003,"
A6731-30-008,"A6731-25-009,A6731-22-005,A6731-27-008,A6731-25-010,A6731-27-009,A6731-32-002,"
A6712-07-005,"A6712-07-004,"
A6734-21-005,"A6734-23-008,A6734-30-004,A6734-18-010,A6734-30-001,A6734-17-007,A6734-17-010,A6734-23-003,"
A6737-13-010,"A6737-14-010,A6737-15-002,A6737-18-010,A6737-21-001,A6737-17-003,A6737-17-004,"
A6733-42-006,"A6733-42-003,"
A6731-07-008,"A6731-07-007,A6731-07-009,A6731-13-001,"
A6727-04-008,"A6727-08-001,A6727-08-002,A6727-08-005,A6727-04-005,A6727-04-001,A6727-09-007,A6727-04-009,"
A6732-08-002,"A6732-07-003,A6732-07-009,A6732-08-007,A6732-08-006,A6732-08-005,A6732-08-004,A6732-08-001,"
A6732-56-002,"A6732-51-004,A6732-53-001,A6732-56-006,A6732-55-003,"
A6732-56-003,"A6732-55-006,A6732-57-003,A6732-53-005,A6732-56-004,A6732-54-003,"
A6732-45-001,"A6732-36-009,A6732-37-004,A6732-44-004,A6732-40-004,A6732-39-004,A6732-45-006,A6732-39-002,A6732-33-007,A6732-39-008,"
A6732-56-006,"A6732-56-002,A6732-56-008,A6733-23-008,"
A6737-19-010,"A6737-21-006,A6737-20-011,A6737-19-006,A6737-22-001,A6737-22-005,"
A6714-04-009,
A6721-08-002,"A6721-08-003,"
A6732-56-008,"A6733-23-008,A6732-57-008,A6732-57-005,A6732-55-006,A6732-56-006,A6732-61-006,"
A6735-12-002,"A6735-12-004,A6735-12-008,"
A6734-40-009,"A6734-39-009,A6734-35-008,A6734-41-003,A6734-36-009,A6734-41-009,A6734-35-010,A6734-42-001,A6734-36-010,A6734-37-003,A6734-36-007,A6734-36-012,A6734-37-005,"
A6734-40-008,"A6734-38-004,A6734-35-011,A6734-37-006,A6734-35-003,A6734-39-006,"
A6731-11-001,"A6731-04-006,A6731-14-001,A6731-14-005,"
A6728-20-003,"A6728-20-004,"
A6734-40-001,"A6734-27-009,A6734-35-002,A6734-28-002,A6734-32-003,"
A6731-61-010,"A6731-63-008,A6731-63-006,A6731-63-005,A6731-66-005,"
A6731-61-011,"A6731-64-004,A6731-71-002,A6731-65-005,"
A6734-40-005,"A6734-32-006,A6734-29-010,A6734-34-007,"
A6734-40-004,"A6734-38-001,A6734-39-003,A6734-35-006,A6734-35-003,A6734-29-008,A6734-39-007,A6734-31-009,A6734-33-005,A6734-37-001,A6734-32-007,"
A6734-40-007,"A6734-34-008,A6734-30-009,A6734-38-002,A6734-32-005,A6734-35-004,A6734-35-006,A6734-36-011,A6734-33-006,A6734-36-004,A6734-32-011,"
A6731-42-005,"A6731-46-008,A6731-46-005,A6731-52-001,A6731-49-004,A6731-53-001,A6731-39-004,"
A6731-52-007,"A6731-54-005,A6731-49-007,A6731-50-005,A6731-57-001,"
A6731-52-006,"A6731-51-007,A6731-55-003,A6731-50-006,"
A6731-52-005,"A6731-47-008,A6731-51-003,"
A6731-52-004,"A6731-54-001,A6731-51-002,"
A6731-52-003,"A6731-42-008,A6731-51-005,A6731-55-004,A6731-51-001,A6731-51-002,A6731-65-004,A6731-49-006,A6731-53-003,A6731-53-001,"
A6731-52-002,"A6731-42-008,A6731-51-005,A6731-48-004,"
A6707-10-006,
A6704-06-008,
A6731-52-009,"A6731-51-007,A6731-60-002,A6731-55-003,A6731-57-003,"
A6731-52-008,"A6731-50-007,A6731-47-007,A6731-48-009,"
A6732-45-009,"A6732-45-007,A6732-48-005,A6732-46-006,"
A6735-24-010,
A6727-12-008,"A6727-15-008,A6727-18-001,A6727-11-005,A6727-14-008,A6727-12-004,A6727-12-005,A6727-12-007,"
A6732-33-002,"A6732-33-001,A6732-30-006,"
A6727-12-002,"A6727-11-008,A6727-14-006,A6727-12-005,"
A6727-12-004,"A6727-12-008,A6727-12-005,A6727-14-007,"
A6727-12-005,"A6727-11-009,A6727-12-008,A6727-14-006,A6727-12-002,A6727-12-004,A6727-16-001,"
A6727-12-006,"A6727-16-001,A6727-13-009,A6727-13-008,A6727-16-002,A6727-11-006,"
A6717-05-002,
A6732-46-001,"A6732-48-001,A6732-48-005,A6732-41-009,A6732-41-007,A6732-44-005,A6732-44-004,A6732-44-003,A6732-40-004,A6732-45-007,A6732-45-004,A6732-42-007,A6732-39-008,"
A6732-46-003,"A6732-46-010,"
A6732-46-002,"A6732-48-002,A6732-40-009,A6732-41-009,A6732-41-010,A6732-44-005,A6732-48-004,A6732-44-002,A6732-50-001,"
A6732-46-005,"A6732-48-008,A6732-49-001,A6732-47-002,A6732-43-007,"
A6735-25-002,
A6732-46-007,"A6732-45-008,A6732-47-006,A6732-45-010,"
A6732-46-006,"A6732-46-010,A6732-49-004,A6732-49-003,A6732-48-005,A6732-48-004,A6732-44-005,A6732-41-009,A6732-45-010,A6732-45-007,A6732-47-006,A6732-45-009,A6732-50-006,"
A6732-46-009,"A6732-50-002,A6732-44-005,A6732-50-006,A6732-48-004,"
A6732-46-008,"A6732-50-008,A6732-45-011,A6732-50-005,A6732-48-005,"
A6715-09-012,
A6715-09-010,"A6715-09-009,A6715-09-005,"
A6711-02-001,
A6731-48-006,"A6731-53-005,A6731-47-008,A6731-53-001,A6731-49-007,A6731-49-004,"
A6731-48-004,"A6731-42-008,A6731-50-008,A6731-51-005,A6731-46-006,A6731-42-004,A6731-50-004,A6731-42-007,A6731-49-006,A6731-52-001,A6731-52-002,"
A6719-01-006,"A6719-03-007,A6719-01-008,"
A6731-48-002,"A6731-46-007,A6731-51-002,A6731-40-009,"
A6708-04-009,
A6731-48-001,"A6731-42-008,A6731-44-003,A6731-65-003,A6731-46-006,A6731-42-002,"
A6731-19-010,"A6731-19-008,A6731-21-002,A6731-23-003,A6731-15-009,A6731-19-007,"
A6719-01-008,"A6719-03-009,A6719-01-006,"
A6731-48-008,"A6731-49-009,A6731-53-001,A6731-49-008,A6731-45-009,"
A6735-40-010,"A6735-45-003,A6735-40-008,A6735-40-009,A6735-38-015,A6735-40-005,"
A6701-20-002,"A6701-21-007,A6701-21-005,A6701-20-004,"
A6701-20-001,"A6701-20-009,A6701-17-010,A6701-20-004,"
A6701-20-006,
A6701-20-004,"A6701-20-002,A6701-20-001,A6701-22-001,A6701-21-007,"
A6701-20-009,"A6701-20-001,"
A6735-50-007,"A6735-50-005,A6735-50-009,A6735-50-008,A6735-50-003,"
A6732-22-006,"A6732-18-011,A6732-18-010,A6732-22-009,A6732-22-010,A6732-22-007,A6732-22-005,"
A6731-34-009,"A6731-34-008,A6731-40-005,A6731-43-001,A6731-36-008,A6731-40-008,"
A6731-34-008,"A6731-37-008,A6731-36-008,A6731-46-002,A6731-34-009,A6731-38-002,A6731-40-008,A6731-35-006,A6731-45-004,A6731-40-002,A6731-39-004,"
A6701-22-005,"A6701-21-013,A6701-21-012,A6701-23-004,A6701-22-007,A6701-22-002,"
A6731-34-003,"A6731-29-009,A6731-31-009,A6731-22-005,A6731-33-004,A6731-35-002,A6731-33-007,A6731-33-003,A6731-41-003,A6731-35-005,A6731-40-002,A6731-39-004,"
A6734-01-004,"A6734-01-001,A6734-02-001,A6734-01-002,A6734-01-007,"
A6731-34-001,"A6731-33-005,A6731-41-001,A6731-26-001,"
A6731-34-007,"A6731-38-004,A6731-35-005,A6731-35-008,"
A6731-34-006,"A6731-36-005,A6731-32-009,A6731-40-005,A6731-32-007,"
A6731-34-005,"A6731-37-008,A6731-41-002,A6731-38-002,"
A6735-18-004,"A6735-18-007,A6735-31-001,"
A6728-10-004,"A6728-10-007,A6728-10-005,A6728-10-001,"
A6728-03-003,"A6728-03-005,A6728-04-003,A6728-02-007,A6728-03-008,"
A6734-39-014,"A6734-35-010,A6734-36-012,A6734-42-001,A6734-43-005,"
A6734-39-015,"A6734-41-007,A6734-41-009,A6734-41-003,"
A6734-39-012,"A6734-34-007,A6734-35-007,A6734-34-010,A6734-35-010,A6734-38-003,"
A6734-39-013,"A6734-34-008,A6734-38-004,A6734-35-011,A6734-40-010,"
A6734-39-010,"A6734-39-009,A6734-35-009,A6734-32-007,A6734-30-011,A6734-34-007,A6734-42-001,A6734-43-003,A6734-39-011,A6734-38-001,"
A6732-22-005,"A6732-22-008,A6732-22-007,A6732-22-006,A6732-18-010,A6732-22-004,"
A6735-23-003,"A6735-18-009,A6735-23-002,A6735-23-011,A6735-23-006,A6735-18-008,"
A6735-23-002,"A6735-18-009,A6735-23-003,"
A6735-23-001,"A6735-18-005,"
A6735-23-007,"A6735-23-010,A6735-23-009,A6735-23-006,"
A6735-23-006,"A6735-23-003,A6735-23-007,"
A6735-18-008,"A6735-18-009,A6735-23-003,A6735-18-007,"
A6735-23-009,"A6735-23-007,"
A6727-18-011,"A6727-22-003,"
A6707-03-001,"A6707-03-005,"
A6734-18-010,"A6734-21-003,A6734-21-005,A6734-30-004,A6734-23-007,A6734-26-003,A6734-26-002,A6734-22-001,A6734-17-006,A6734-11-009,A6734-17-003,A6734-17-010,A6734-13-007,"
A6735-50-008,"A6735-50-005,A6735-50-007,A6735-50-006,"
A6736-03-008,"A6736-03-005,A6736-04-001,A6736-03-007,"
A6701-22-007,"A6701-22-005,A6701-23-004,A6701-22-008,A6701-22-002,"
A6715-08-012,"A6715-09-007,"
A6732-46-004,"A6732-47-005,A6732-48-001,A6732-42-008,A6732-40-009,A6732-50-001,"
A6734-36-011,"A6734-38-006,A6732-03-002,A6734-41-003,A6734-40-010,A6734-44-007,A6734-35-006,A6734-41-008,A6734-39-004,A6734-40-007,A6734-42-003,A6734-42-002,A6734-39-007,A6734-37-010,A6734-33-006,A6734-37-001,A6734-43-007,A6734-37-005,A6734-42-008,"
A6716-02-002,"A6716-02-001,"
A6716-02-001,"A6716-02-002,"
A6736-03-003,"A6736-03-001,A6736-03-002,A6736-03-004,A6736-03-006,A6736-03-007,"
A6736-03-004,"A6736-03-003,A6737-05-006,A6736-03-005,A6736-03-007,"
A6736-03-005,"A6736-03-008,A6737-05-006,A6736-03-004,A6736-04-001,"
A6736-03-006,"A6736-05-002,A6736-03-002,A6736-03-003,A6736-03-007,"
A6736-03-007,"A6736-03-008,A6736-05-002,A6736-05-006,A6736-03-003,A6736-03-004,A6736-03-006,"
A6727-08-001,"A6727-08-002,A6727-04-008,"
A6732-26-008,"A6732-26-007,A6732-26-006,A6732-32-001,"
A6718-15-005,"A6718-15-003,A6718-15-002,"
A6718-15-004,"A6718-15-001,A6718-13-001,"
A6727-08-002,"A6727-08-001,A6727-09-007,A6727-04-008,"
A6718-15-001,"A6718-08-009,A6718-08-008,A6718-08-006,A6718-08-005,A6718-08-004,A6718-15-004,A6718-10-010,"
A6731-11-008,"A6731-17-003,A6731-12-008,A6731-14-004,A6731-15-003,"
A6718-15-002,"A6718-15-005,"
A6735-38-010,"A6735-38-011,A6735-38-007,"
A6735-38-011,"A6735-37-004,A6735-37-007,A6735-37-002,A6735-37-009,A6735-38-010,A6735-38-007,"
A6735-38-015,"A6735-45-003,A6735-40-010,A6735-40-005,"
A6727-08-004,"A6727-11-003,A6727-09-005,"
A6731-12-005,"A6731-14-009,A6731-13-006,A6731-12-006,"
A6732-26-003,"A6732-26-007,A6732-16-010,A6732-26-004,A6732-16-011,A6732-23-008,"
A6734-19-008,"A6734-15-008,A6734-27-002,A6734-26-006,A6734-30-003,A6734-25-002,A6734-20-011,"
A6732-26-002,"A6732-27-001,A6732-26-005,A6732-26-004,"
A6713-05-009,
A6734-19-006,"A6734-22-001,A6734-21-003,A6734-19-005,A6734-22-002,A6734-16-011,"
A6713-05-007,"A6713-09-003,"
A6713-05-006,
A6732-36-008,"A6732-32-008,A6732-37-003,A6732-38-007,A6732-33-009,A6732-35-003,A6732-35-006,A6732-31-012,"
A6732-36-009,"A6732-40-002,A6732-35-009,A6732-45-001,A6732-39-002,A6732-33-010,A6732-37-004,A6732-35-004,A6732-35-007,A6732-38-004,A6732-38-005,"
A6732-51-010,"A6732-52-009,A6732-51-009,A6732-54-003,"
A6731-12-008,"A6731-11-008,A6731-17-003,A6731-15-004,"
A6732-36-001,"A6732-36-004,A6732-29-006,A6732-32-005,A6732-30-009,A6732-28-009,A6732-31-005,A6732-31-004,"
A6732-36-002,"A6732-33-007,A6732-32-004,A6732-27-008,A6732-27-009,A6732-32-001,A6732-32-002,A6732-36-006,A6732-34-006,A6732-27-011,A6732-27-010,A6732-28-007,A6732-30-007,A6732-30-004,A6732-29-008,A6732-29-009,A6732-36-003,A6732-28-008,A6732-37-003,A6732-25-012,A6732-25-011,A6732-31-009,A6732-40-002,A6732-36-005,A6732-35-001,"
A6732-36-003,"A6732-28-007,A6732-34-005,A6732-36-002,A6732-38-002,A6732-28-006,A6737-27-005,A6732-38-001,A6732-30-008,A6737-27-003,"
A6732-36-004,"A6732-32-007,A6732-40-003,A6732-36-001,A6732-30-009,A6732-37-001,A6732-36-005,A6732-32-005,A6732-35-001,"
A6732-36-005,"A6732-36-004,A6732-32-009,A6732-40-003,A6732-37-004,A6732-36-002,A6732-28-009,A6732-39-001,A6732-33-007,A6732-32-005,A6732-30-010,A6732-31-012,A6732-30-007,"
A6736-17-001,"A6736-14-004,A6736-14-006,A6736-17-003,A6736-17-002,"
A6732-36-007,"A6732-40-002,A6732-41-004,A6732-32-007,A6732-37-001,A6732-35-008,A6732-33-010,A6732-35-003,A6732-34-007,A6732-31-011,"
A6721-11-005,
A6721-11-004,"A6721-11-002,"
A6721-11-007,
A6737-17-003,"A6737-15-004,A6737-17-004,A6737-13-010,"
A6737-17-004,"A6737-14-010,A6737-15-004,A6737-18-008,A6737-18-007,A6737-14-008,A6737-14-004,A6737-17-002,A6737-17-003,A6737-16-001,A6737-13-010,A6737-12-011,"
A6737-17-005,"A6737-14-003,A6737-15-007,A6737-13-008,"
A6737-17-006,"A6737-19-002,A6737-21-004,A6737-14-007,A6737-18-009,A6737-15-009,"
A6721-11-002,"A6721-11-004,"
A6737-17-008,"A6737-15-011,A6737-20-002,A6737-21-009,A6737-21-003,A6737-15-008,A6737-19-002,A6737-19-001,A6737-20-004,A6737-16-011,"
A6737-17-009,"A6737-15-010,A6737-18-011,A6737-15-008,A6737-17-012,A6737-17-010,A6737-20-005,A6737-16-012,"
A6719-15-010,
A6728-03-002,"A6728-03-004,"
A6707-12-006,
A6733-05-008,"A6733-05-003,A6733-05-004,A6733-05-007,A6733-07-005,A6733-07-002,A6737-26-007,A6737-27-008,"
A6707-12-005,"A6707-11-005,A6707-11-006,"
A6733-05-001,"A6733-04-007,A6733-05-002,A6733-04-002,A6733-02-009,"
A6733-05-003,"A6733-05-008,A6737-25-008,A6737-27-001,A6733-05-004,A6733-02-010,A6737-26-004,A6733-02-008,"
A6733-05-002,"A6733-05-001,A6733-02-009,A6733-05-005,A6733-05-004,A6733-05-006,"
A6733-05-005,"A6733-04-007,A6733-04-010,A6733-05-002,A6733-04-008,A6733-05-006,A6733-10-001,"
A6733-05-004,"A6733-05-008,A6733-05-003,A6733-05-002,A6733-05-007,A6733-05-006,A6733-02-010,A6733-02-009,"
A6735-60-011,"A6735-60-009,"
A6733-05-006,"A6733-05-002,A6733-05-005,A6733-05-004,A6733-05-007,A6733-10-001,A6733-07-003,"
A6728-11-005,
A6734-11-007,"A6734-15-003,A6734-17-005,A6734-17-006,A6734-16-006,A6734-13-009,A6734-16-011,A6734-16-010,A6734-18-007,A6734-12-011,A6734-12-009,"
A6734-11-006,"A6734-11-004,A6734-14-012,A6734-12-009,A6734-12-010,"
A6734-11-005,"A6734-12-007,A6734-19-002,A6734-17-003,A6734-08-008,"
